sector,classe,pressure_avg,pressure_min,pressure_max,pressure_std,pressure_in,pressure_out,delta_p,ilp,volume_loss
SEC_016,NORMAL,3.809,3.279,4.246,0.063,3.882,3.768,0.114,3.655,0.0457
SEC_014,NORMAL,3.492,3.123,3.858,0.104,3.638,3.251,0.387,1.244,0.0554
SEC_010,NORMAL,3.814,3.358,4.209,0.072,3.839,3.699,0.14,3.245,0.0148
SEC_011,FUITE,2.924,2.071,3.164,0.729,4.067,1.821,2.246,18.982,0.2058
SEC_005,NORMAL,3.943,3.502,4.378,0.085,3.999,3.728,0.271,4.462,0.011
SEC_006,SUSPECT,3.175,2.343,3.522,0.269,3.719,2.599,1.12,10.099,0.1379
SEC_016,NORMAL,3.411,2.884,3.909,0.081,3.505,3.408,0.097,2.53,0.0397
SEC_018,FUITE,3.012,1.95,3.651,0.59,4.507,1.734,2.774,20.694,0.2408
SEC_004,SUSPECT,3.049,2.02,3.627,0.163,3.639,2.385,1.254,9.531,0.1262
SEC_001,NORMAL,3.492,3.003,3.968,0.054,3.703,3.437,0.267,2.716,0.0729
SEC_011,SUSPECT,3.317,2.228,3.815,0.291,3.927,2.463,1.464,8.954,0.1703
SEC_016,NORMAL,3.713,3.439,4.272,0.107,3.806,3.68,0.125,4.672,0.0262
SEC_015,NORMAL,3.693,3.209,3.947,0.051,3.814,3.438,0.375,3.314,0.0382
SEC_002,SUSPECT,2.666,1.93,3.078,0.269,3.404,1.983,1.421,10.052,0.1142
SEC_020,FUITE,2.73,1.315,2.964,0.577,4.419,1.021,3.398,22.688,0.2779
SEC_009,NORMAL,3.839,3.348,4.258,0.131,3.904,3.739,0.166,1.967,0.013
SEC_008,SUSPECT,2.739,2.143,3.249,0.342,3.214,2.225,0.99,7.893,0.1202
SEC_011,NORMAL,3.399,2.843,3.972,0.053,3.492,3.322,0.169,1.084,0.0525
SEC_013,FUITE,2.783,1.861,3.029,0.658,3.875,1.624,2.251,21.695,0.4188
SEC_008,FUITE,2.339,0.898,2.645,0.506,3.508,1.137,2.371,16.37,0.3607
SEC_007,NORMAL,3.548,3.201,3.896,0.073,3.645,3.458,0.188,2.487,0.0171
SEC_008,NORMAL,3.278,2.858,3.841,0.052,3.414,3.083,0.331,3.083,0.0348
SEC_005,NORMAL,3.816,3.448,4.363,0.128,3.861,3.739,0.121,2.547,0.0102
SEC_010,SUSPECT,3.033,2.176,3.71,0.242,3.664,2.466,1.198,8.415,0.1467
SEC_007,NORMAL,3.207,2.673,3.611,0.127,3.303,2.926,0.376,1.255,0.0466
SEC_007,NORMAL,3.451,2.872,3.984,0.12,3.522,3.356,0.166,4.088,0.0732
SEC_014,NORMAL,3.485,3.172,3.986,0.073,3.625,3.404,0.221,2.61,0.0563
SEC_003,NORMAL,3.432,2.978,3.93,0.143,3.584,3.196,0.388,3.641,0.02
SEC_017,SUSPECT,3.157,2.405,3.539,0.265,3.417,2.645,0.771,10.141,0.0825
SEC_004,NORMAL,3.578,3.154,3.887,0.113,3.709,3.409,0.3,2.009,0.0421
SEC_013,FUITE,2.532,1.685,2.998,0.624,4.164,0.815,3.349,22.243,0.3393
SEC_018,NORMAL,3.58,3.043,3.886,0.088,3.714,3.43,0.283,3.013,0.0572
SEC_015,FUITE,2.747,1.576,3.137,0.579,4.013,1.51,2.503,10.84,0.1894
SEC_003,SUSPECT,2.85,1.945,3.484,0.243,3.531,2.28,1.251,9.284,0.0989
SEC_019,SUSPECT,3.207,2.456,3.91,0.175,3.864,2.614,1.25,6.898,0.1477
SEC_005,SUSPECT,2.843,2.203,3.166,0.207,3.28,2.42,0.86,7.533,0.1132
SEC_006,SUSPECT,3.655,2.741,4.022,0.214,4.277,2.944,1.333,10.23,0.1685
SEC_014,SUSPECT,2.867,2.118,3.582,0.213,3.556,2.221,1.334,6.333,0.1792
SEC_006,NORMAL,3.558,3.05,4.074,0.059,3.673,3.608,0.065,3.979,0.0205
SEC_010,FUITE,2.017,0.626,2.36,0.43,3.019,0.93,2.089,11.603,0.4342
SEC_015,NORMAL,3.59,3.108,3.997,0.138,3.794,3.436,0.358,5.398,0.032
SEC_020,SUSPECT,3.177,2.408,3.679,0.256,3.564,2.847,0.717,8.245,0.11
SEC_016,NORMAL,3.591,3.064,4.031,0.052,3.637,3.405,0.233,0.915,0.0711
SEC_020,NORMAL,3.619,2.999,3.958,0.06,3.709,3.478,0.231,3.365,0.0183
SEC_001,SUSPECT,2.818,2.001,3.495,0.273,3.571,2.221,1.35,7.006,0.1673
SEC_009,NORMAL,3.398,2.995,3.957,0.064,3.384,3.337,0.046,0.813,0.0467
SEC_010,NORMAL,3.49,3.135,4.086,0.132,3.708,3.38,0.328,3.196,0.0346
SEC_017,SUSPECT,3.297,2.428,3.922,0.263,3.61,3.009,0.601,6.297,0.1376
SEC_006,SUSPECT,2.961,2.246,3.302,0.165,3.334,2.471,0.863,8.867,0.1737
SEC_004,NORMAL,3.44,2.933,3.755,0.092,3.455,3.408,0.047,4.278,0.0757
SEC_016,NORMAL,3.207,2.657,3.615,0.082,3.178,3.002,0.175,6.083,0.0774
SEC_005,NORMAL,3.24,2.909,3.823,0.066,3.425,3.094,0.331,0.755,0.0393
SEC_015,SUSPECT,3.133,2.238,3.751,0.342,3.518,2.875,0.642,10.055,0.1734
SEC_010,NORMAL,3.161,2.896,3.599,0.139,3.398,3.135,0.263,1.041,0.076
SEC_010,SUSPECT,3.649,2.911,3.889,0.247,4.056,3.091,0.966,7.026,0.1373
SEC_005,FUITE,2.469,1.058,3.004,0.41,3.537,1.272,2.265,19.237,0.3027
SEC_018,NORMAL,3.169,2.835,3.691,0.144,3.263,3.191,0.072,4.029,0.0256
SEC_013,NORMAL,3.765,3.462,4.126,0.122,3.916,3.64,0.276,2.529,0.0663
SEC_011,NORMAL,3.425,2.894,4.033,0.133,3.65,3.26,0.39,1.645,0.0262
SEC_011,NORMAL,3.414,3.06,3.68,0.075,3.501,3.222,0.279,3.549,0.0496
SEC_008,FUITE,2.985,1.637,3.542,0.519,4.32,1.72,2.6,10.545,0.2951
SEC_008,FUITE,2.411,1.129,2.676,0.502,4.076,0.835,3.241,10.381,0.237
SEC_003,NORMAL,3.509,3.036,3.998,0.119,3.536,3.314,0.221,2.184,0.0246
SEC_004,NORMAL,3.48,3.11,4.077,0.133,3.601,3.367,0.234,2.3,0.0662
SEC_015,NORMAL,3.234,2.705,3.755,0.073,3.335,3.171,0.165,2.557,0.0571
SEC_020,SUSPECT,2.853,2.097,3.196,0.157,3.594,2.105,1.489,5.981,0.1245
SEC_003,NORMAL,3.329,2.87,3.721,0.137,3.351,3.235,0.116,2.773,0.0534
SEC_016,NORMAL,3.47,3.032,3.865,0.078,3.515,3.463,0.052,1.238,0.0522
SEC_001,SUSPECT,2.162,1.598,2.543,0.306,2.763,1.493,1.271,8.393,0.1312
SEC_001,NORMAL,3.374,3.025,3.859,0.056,3.365,3.312,0.052,3.944,0.0695
SEC_002,NORMAL,3.111,2.524,3.522,0.063,3.083,3.071,0.011,4.446,0.0665
SEC_004,NORMAL,3.639,3.232,4.152,0.147,3.712,3.691,0.02,4.951,0.0504
SEC_012,NORMAL,3.755,3.113,4.193,0.135,3.91,3.513,0.397,4.485,0.0649
SEC_020,FUITE,2.112,0.837,2.477,0.648,3.531,0.764,2.767,19.102,0.1844
SEC_007,NORMAL,3.821,3.493,4.457,0.131,4.073,3.703,0.37,3.58,0.0449
SEC_014,NORMAL,3.203,2.771,3.695,0.051,3.349,3.132,0.216,5.285,0.077
SEC_002,NORMAL,3.33,3.003,3.685,0.089,3.38,3.284,0.096,1.557,0.032
SEC_016,FUITE,3.028,1.733,3.337,0.497,4.067,1.955,2.111,16.142,0.3616
SEC_003,SUSPECT,2.825,2.106,3.516,0.174,3.334,2.304,1.03,6.976,0.1604
SEC_013,NORMAL,3.321,2.819,3.741,0.112,3.578,3.238,0.34,2.748,0.0188
SEC_009,NORMAL,3.47,3.001,3.863,0.056,3.393,3.35,0.042,3.922,0.0481
SEC_014,NORMAL,3.328,2.984,3.879,0.148,3.416,3.198,0.218,1.469,0.0726
SEC_019,FUITE,2.917,1.674,3.298,0.359,4.031,1.899,2.132,11.342,0.387
SEC_017,SUSPECT,2.734,2.134,3.433,0.26,3.441,2.172,1.269,7.03,0.138
SEC_014,NORMAL,3.477,3.067,3.822,0.116,3.687,3.288,0.399,3.547,0.0348
SEC_010,NORMAL,3.449,2.997,3.697,0.09,3.429,3.247,0.182,2.904,0.0611
SEC_016,NORMAL,3.455,2.998,3.867,0.09,3.414,3.279,0.135,1.991,0.0374
SEC_009,NORMAL,3.408,3.09,3.786,0.08,3.54,3.328,0.212,4.439,0.0515
SEC_004,NORMAL,3.634,3.344,4.098,0.102,3.768,3.64,0.128,3.046,0.0452
SEC_007,SUSPECT,2.724,1.807,3.109,0.271,3.446,2.164,1.282,8.037,0.1223
SEC_007,FUITE,2.985,1.905,3.47,0.389,4.577,1.448,3.129,14.161,0.2157
SEC_003,NORMAL,3.811,3.464,4.203,0.141,3.991,3.657,0.334,1.755,0.0409
SEC_002,SUSPECT,3.035,2.123,3.618,0.276,3.733,2.47,1.263,8.546,0.1214
SEC_017,NORMAL,3.808,3.348,4.129,0.102,3.825,3.735,0.091,4.177,0.0156
SEC_015,NORMAL,3.379,3.009,3.749,0.089,3.561,3.219,0.342,5.758,0.0718
SEC_003,NORMAL,3.934,3.51,4.152,0.138,3.951,3.728,0.223,5.852,0.0134
SEC_005,NORMAL,3.265,2.652,3.828,0.083,3.35,3.115,0.236,3.495,0.0416
SEC_014,NORMAL,3.57,3.263,4.065,0.064,3.64,3.487,0.153,3.44,0.0154
SEC_015,NORMAL,3.88,3.542,4.444,0.115,3.97,3.738,0.232,1.128,0.0792
SEC_007,NORMAL,3.424,2.992,4.011,0.068,3.594,3.275,0.319,4.333,0.0483
SEC_011,SUSPECT,3.027,2.248,3.545,0.215,3.571,2.415,1.156,10.28,0.153
SEC_019,NORMAL,3.469,3.071,3.897,0.108,3.556,3.223,0.333,4.946,0.0706
SEC_016,SUSPECT,2.693,1.895,3.477,0.274,3.292,2.266,1.025,6.802,0.1433
SEC_009,NORMAL,3.715,3.301,4.122,0.098,3.857,3.69,0.167,3.56,0.0516
SEC_013,NORMAL,3.288,2.915,3.738,0.057,3.394,3.063,0.331,2.027,0.0431
SEC_008,NORMAL,3.276,2.891,3.58,0.076,3.362,3.194,0.168,3.444,0.046
SEC_006,NORMAL,3.449,3.175,3.803,0.082,3.514,3.473,0.042,2.056,0.0502
SEC_013,NORMAL,3.274,2.743,3.774,0.099,3.256,3.207,0.049,3.48,0.0321
SEC_009,NORMAL,3.59,3.276,4.134,0.068,3.722,3.614,0.108,2.552,0.0273
SEC_009,NORMAL,3.207,2.707,3.703,0.078,3.282,3.122,0.16,5.027,0.011
SEC_020,SUSPECT,3.329,2.796,3.753,0.327,4.049,2.751,1.298,6.4,0.1536
SEC_009,NORMAL,3.084,2.558,3.623,0.141,3.145,3.129,0.016,3.099,0.0576
SEC_005,SUSPECT,2.613,1.846,3.274,0.288,3.413,1.951,1.462,7.68,0.0931
SEC_006,NORMAL,3.403,2.968,4.001,0.081,3.552,3.298,0.254,3.131,0.0105
SEC_015,SUSPECT,3.233,2.545,3.67,0.329,3.899,2.568,1.331,6.513,0.1756
SEC_008,SUSPECT,3.117,2.262,3.564,0.247,3.655,2.654,1.001,9.576,0.1671
SEC_017,SUSPECT,3.323,2.776,3.667,0.196,3.699,3.031,0.668,7.191,0.0864
SEC_007,SUSPECT,3.324,2.719,3.994,0.176,3.933,2.757,1.176,8.907,0.1478
SEC_006,NORMAL,3.85,3.441,4.335,0.069,4.025,3.697,0.328,3.803,0.0545
SEC_016,SUSPECT,3.302,2.579,3.912,0.171,3.921,2.599,1.323,8.513,0.1497
SEC_018,NORMAL,3.614,3.197,4.075,0.083,3.581,3.552,0.028,2.852,0.0704
SEC_002,SUSPECT,2.778,2.115,3.231,0.152,3.293,2.294,0.999,9.086,0.1169
SEC_006,NORMAL,3.751,3.229,4.129,0.09,3.783,3.594,0.19,3.152,0.0708
SEC_005,SUSPECT,2.893,2.141,3.34,0.242,3.143,2.46,0.682,9.008,0.1313
SEC_020,NORMAL,3.414,3.173,3.97,0.088,3.618,3.39,0.228,3.426,0.0703
SEC_002,NORMAL,3.573,3.152,4.051,0.093,3.588,3.541,0.048,3.386,0.0344
SEC_004,FUITE,2.715,1.394,2.864,0.399,3.614,1.649,1.965,21.154,0.2541
SEC_011,SUSPECT,3.443,2.447,3.935,0.323,3.647,3.236,0.411,9.187,0.1261
SEC_014,NORMAL,3.181,2.777,3.761,0.136,3.228,3.121,0.107,3.338,0.0701
SEC_007,NORMAL,3.169,2.698,3.545,0.092,3.221,3.07,0.151,5.334,0.0734
SEC_017,NORMAL,3.52,3.05,3.833,0.117,3.604,3.266,0.338,5.528,0.0603
SEC_016,NORMAL,3.817,3.454,4.199,0.143,3.996,3.632,0.364,4.842,0.0722
SEC_004,SUSPECT,2.611,1.938,3.293,0.239,3.187,2.135,1.051,9.332,0.0994
SEC_001,NORMAL,3.334,2.742,3.915,0.088,3.411,3.246,0.165,1.084,0.0292
SEC_013,FUITE,2.334,1.295,2.899,0.402,3.906,0.995,2.912,16.842,0.4039
SEC_003,NORMAL,3.407,2.881,3.745,0.144,3.607,3.24,0.367,5.063,0.0538
SEC_006,NORMAL,3.239,2.939,3.637,0.065,3.398,3.159,0.239,4.764,0.0367
SEC_012,NORMAL,3.373,2.949,3.636,0.132,3.344,3.262,0.082,3.247,0.0661
SEC_001,FUITE,2.743,1.639,3.103,0.676,3.931,1.71,2.221,11.382,0.2346
SEC_002,NORMAL,3.615,3.13,4.016,0.084,3.666,3.622,0.045,3.333,0.0507
SEC_010,NORMAL,3.43,2.999,3.938,0.07,3.444,3.377,0.066,5.542,0.0329
SEC_020,NORMAL,3.381,3.049,3.822,0.081,3.475,3.276,0.2,1.755,0.0711
SEC_017,NORMAL,3.636,3.147,4.219,0.099,3.746,3.605,0.141,4.975,0.0498
SEC_003,FUITE,2.748,1.571,2.891,0.503,3.977,1.388,2.589,10.568,0.3811
SEC_008,SUSPECT,2.965,2.142,3.296,0.221,3.464,2.366,1.098,6.492,0.1549
SEC_013,NORMAL,3.467,2.927,3.976,0.09,3.638,3.393,0.245,5.488,0.031
SEC_012,NORMAL,3.71,3.328,4.2,0.071,3.701,3.701,0.0,1.561,0.0784
SEC_020,FUITE,2.531,1.039,2.901,0.665,4.101,0.889,3.211,15.876,0.2635
SEC_018,NORMAL,3.525,2.941,3.9,0.132,3.617,3.378,0.239,3.097,0.0431
SEC_011,NORMAL,3.645,3.152,4.132,0.129,3.632,3.584,0.048,1.855,0.0301
SEC_010,SUSPECT,3.332,2.587,3.754,0.237,4.075,2.627,1.448,8.666,0.173
SEC_019,NORMAL,3.757,3.19,4.062,0.14,3.823,3.59,0.233,1.574,0.0185
SEC_012,NORMAL,3.082,2.546,3.444,0.103,3.155,3.021,0.134,3.349,0.0238
SEC_014,FUITE,2.832,1.8,3.291,0.412,3.621,1.982,1.639,23.447,0.2847
SEC_012,FUITE,2.506,1.53,3.026,0.368,3.357,1.757,1.599,19.197,0.197
SEC_007,NORMAL,3.342,2.896,3.879,0.061,3.515,3.18,0.335,2.235,0.0236
SEC_011,SUSPECT,2.877,2.124,3.575,0.23,3.331,2.464,0.867,7.454,0.1519
SEC_005,NORMAL,3.863,3.524,4.264,0.107,4.0,3.868,0.133,3.057,0.0175
SEC_004,SUSPECT,3.293,2.756,3.679,0.287,3.7,2.981,0.719,6.746,0.1065
SEC_018,FUITE,2.981,1.71,3.111,0.462,3.964,1.777,2.187,23.192,0.331
SEC_002,NORMAL,3.18,2.65,3.714,0.089,3.344,3.003,0.34,2.361,0.0125
SEC_011,FUITE,2.136,0.846,2.44,0.489,3.071,1.168,1.904,23.804,0.3853
SEC_001,NORMAL,3.339,2.983,3.792,0.12,3.548,3.17,0.378,6.118,0.0415
SEC_016,NORMAL,3.432,2.931,3.804,0.051,3.459,3.306,0.153,2.914,0.0126
SEC_003,NORMAL,3.754,3.391,4.381,0.144,3.95,3.649,0.301,5.341,0.0574
SEC_009,SUSPECT,3.335,2.303,3.852,0.163,3.708,2.882,0.826,7.495,0.1104
SEC_003,NORMAL,3.346,3.019,3.879,0.135,3.55,3.253,0.296,3.703,0.0558
SEC_018,SUSPECT,2.933,2.236,3.681,0.184,3.422,2.632,0.79,7.692,0.0857
SEC_006,SUSPECT,2.773,1.804,3.124,0.165,3.127,2.416,0.711,8.773,0.1056
SEC_015,FUITE,2.391,1.122,2.909,0.759,3.994,1.059,2.935,18.024,0.3954
SEC_004,SUSPECT,2.977,2.39,3.258,0.288,3.621,2.271,1.35,10.101,0.1227
SEC_020,NORMAL,3.527,3.145,3.841,0.079,3.596,3.409,0.188,5.585,0.0313
SEC_013,NORMAL,3.338,3.055,3.795,0.051,3.373,3.343,0.03,2.835,0.0674
SEC_010,NORMAL,3.719,3.238,4.091,0.102,3.792,3.743,0.05,5.702,0.0545
SEC_008,NORMAL,3.159,2.677,3.675,0.053,3.402,3.088,0.313,1.844,0.0633
SEC_010,NORMAL,3.517,3.197,3.977,0.099,3.702,3.323,0.378,1.193,0.0752
SEC_018,NORMAL,3.687,3.056,4.02,0.145,3.767,3.438,0.329,4.429,0.0511
SEC_013,NORMAL,3.272,2.928,3.8,0.059,3.389,3.268,0.121,5.846,0.0761
SEC_017,NORMAL,3.634,3.052,4.198,0.103,3.749,3.474,0.275,4.651,0.0249
SEC_008,NORMAL,4.0,3.405,4.486,0.073,4.111,3.894,0.218,4.861,0.0461
SEC_003,NORMAL,3.348,2.977,3.832,0.14,3.384,3.372,0.012,2.528,0.0123
SEC_020,NORMAL,3.428,3.071,4.095,0.076,3.507,3.503,0.004,4.564,0.0458
SEC_007,FUITE,2.611,1.512,2.837,0.46,3.784,1.384,2.4,23.416,0.3582
SEC_009,NORMAL,3.288,2.892,3.856,0.14,3.543,3.157,0.387,3.499,0.0325
SEC_006,NORMAL,3.396,2.735,3.833,0.132,3.348,3.292,0.056,4.76,0.0134
SEC_015,NORMAL,3.781,3.253,4.254,0.111,3.75,3.714,0.035,4.537,0.0145
SEC_014,SUSPECT,2.895,2.411,3.298,0.233,3.341,2.601,0.741,9.725,0.1477
SEC_013,NORMAL,3.39,3.058,3.834,0.074,3.466,3.381,0.085,3.144,0.0593
SEC_003,SUSPECT,3.085,2.327,3.691,0.198,3.317,2.842,0.475,7.299,0.1067
SEC_006,SUSPECT,2.973,2.134,3.588,0.29,3.186,2.776,0.411,7.918,0.1129
SEC_003,SUSPECT,2.803,2.371,3.451,0.347,3.624,2.223,1.401,9.947,0.0853
SEC_008,NORMAL,3.441,3.093,3.834,0.122,3.561,3.491,0.07,3.192,0.06
SEC_006,NORMAL,3.43,3.07,3.988,0.1,3.474,3.345,0.129,2.505,0.0425
SEC_014,SUSPECT,3.311,2.454,3.761,0.173,3.832,2.723,1.108,9.18,0.1377
SEC_006,NORMAL,3.492,3.077,4.106,0.137,3.606,3.407,0.2,2.423,0.0286
SEC_006,NORMAL,3.568,2.967,4.004,0.097,3.537,3.494,0.043,4.126,0.0708
SEC_006,NORMAL,3.365,2.905,3.956,0.132,3.571,3.183,0.388,3.342,0.0455
SEC_007,FUITE,2.092,0.754,2.73,0.769,2.914,1.365,1.549,20.597,0.3758
SEC_001,NORMAL,3.775,3.238,4.078,0.104,3.765,3.663,0.102,4.942,0.0626
SEC_009,NORMAL,3.653,3.064,4.063,0.114,3.718,3.593,0.125,2.969,0.0146
SEC_013,SUSPECT,3.021,2.448,3.304,0.211,3.231,2.768,0.463,7.157,0.1467
SEC_013,NORMAL,3.336,2.788,3.903,0.117,3.504,3.175,0.329,2.317,0.0395
SEC_006,NORMAL,3.214,2.631,3.616,0.141,3.348,3.02,0.328,4.193,0.0134
SEC_015,SUSPECT,3.395,2.65,3.699,0.324,3.653,3.045,0.608,7.308,0.1748
SEC_014,FUITE,2.551,1.417,2.83,0.594,3.56,1.492,2.068,25.159,0.441
SEC_005,FUITE,2.101,1.198,2.457,0.662,3.108,0.996,2.112,21.001,0.3473
SEC_006,NORMAL,3.241,2.947,3.788,0.112,3.42,3.107,0.313,4.743,0.0684
SEC_001,NORMAL,3.401,3.04,3.891,0.145,3.447,3.363,0.084,4.938,0.0642
SEC_010,SUSPECT,2.953,2.294,3.273,0.25,3.611,2.208,1.403,7.09,0.1446
SEC_015,NORMAL,3.152,2.683,3.534,0.138,3.206,3.128,0.079,6.31,0.0244
SEC_013,NORMAL,3.574,3.264,4.022,0.069,3.656,3.534,0.121,1.568,0.0201
SEC_011,SUSPECT,3.209,2.465,3.54,0.167,3.479,2.818,0.661,6.582,0.0925
SEC_019,SUSPECT,2.674,1.738,3.423,0.348,3.018,2.438,0.58,9.005,0.1474
SEC_020,NORMAL,3.581,3.277,4.073,0.132,3.691,3.511,0.179,3.412,0.0252
SEC_011,NORMAL,3.387,2.937,3.891,0.137,3.465,3.17,0.295,2.516,0.0147
SEC_015,NORMAL,3.682,3.049,4.223,0.08,3.721,3.538,0.183,1.428,0.0729
SEC_006,NORMAL,3.549,3.174,3.917,0.141,3.592,3.484,0.108,5.122,0.08
SEC_005,NORMAL,3.689,3.168,3.988,0.149,3.693,3.555,0.138,1.114,0.0614
SEC_009,NORMAL,3.607,3.028,4.17,0.148,3.75,3.498,0.252,3.029,0.0217
SEC_009,SUSPECT,3.397,2.557,4.056,0.199,3.731,2.994,0.736,8.322,0.0863
SEC_007,NORMAL,3.401,2.799,3.76,0.108,3.417,3.297,0.12,1.098,0.0544
SEC_012,NORMAL,3.893,3.265,4.198,0.092,3.856,3.798,0.058,1.674,0.0112
SEC_008,FUITE,2.181,1.124,2.372,0.782,3.107,1.222,1.885,20.803,0.3594
SEC_019,NORMAL,3.491,2.953,3.973,0.122,3.585,3.408,0.177,4.461,0.0263
SEC_005,NORMAL,3.357,3.038,3.864,0.11,3.501,3.206,0.296,1.716,0.0479
SEC_016,NORMAL,3.669,3.215,4.02,0.13,3.753,3.573,0.18,4.108,0.051
SEC_006,SUSPECT,2.965,2.082,3.514,0.243,3.499,2.563,0.936,9.688,0.1437
SEC_009,NORMAL,3.636,3.048,4.144,0.121,3.727,3.56,0.168,3.782,0.0159
SEC_003,NORMAL,3.175,2.73,3.766,0.081,3.366,2.981,0.385,5.539,0.0303
SEC_005,NORMAL,3.736,3.309,3.985,0.071,3.727,3.632,0.096,2.025,0.0388
SEC_002,SUSPECT,2.651,1.918,3.044,0.315,3.006,2.445,0.561,6.926,0.159
SEC_009,NORMAL,3.488,2.978,3.887,0.102,3.492,3.477,0.015,1.585,0.0571
SEC_002,NORMAL,3.51,3.076,3.735,0.131,3.56,3.22,0.34,2.801,0.0767
SEC_014,NORMAL,3.65,3.207,4.094,0.117,3.809,3.48,0.329,1.13,0.0479
SEC_002,SUSPECT,2.916,2.023,3.339,0.192,3.331,2.576,0.756,9.335,0.1337
SEC_003,NORMAL,3.506,3.088,3.975,0.075,3.699,3.378,0.321,4.923,0.0785
SEC_018,SUSPECT,3.208,2.233,3.882,0.313,3.558,2.871,0.687,7.212,0.0801
SEC_012,NORMAL,3.408,2.901,3.764,0.112,3.464,3.322,0.142,5.146,0.0264
SEC_017,NORMAL,3.59,3.242,4.013,0.092,3.586,3.568,0.018,2.777,0.0416
SEC_001,SUSPECT,3.144,2.36,3.596,0.34,3.601,2.612,0.989,7.939,0.1648
SEC_007,NORMAL,3.622,2.921,3.975,0.109,3.68,3.306,0.374,5.005,0.0742
SEC_010,NORMAL,3.49,3.08,3.94,0.067,3.569,3.385,0.184,1.92,0.0125
SEC_017,SUSPECT,3.333,2.684,3.914,0.216,3.675,2.969,0.706,6.564,0.1298
SEC_006,NORMAL,3.423,2.809,3.724,0.106,3.406,3.324,0.082,4.608,0.0137
SEC_010,NORMAL,3.668,3.198,4.194,0.102,3.72,3.627,0.094,1.606,0.0187
SEC_014,NORMAL,3.765,3.367,4.002,0.149,3.754,3.648,0.106,4.375,0.0136
SEC_019,NORMAL,3.788,3.475,4.103,0.078,3.873,3.723,0.15,4.517,0.0478
SEC_018,NORMAL,3.581,2.995,3.851,0.097,3.718,3.326,0.392,4.679,0.0183
SEC_009,FUITE,2.395,1.42,2.564,0.611,3.641,1.061,2.58,11.039,0.197
SEC_019,SUSPECT,3.344,2.62,3.727,0.153,3.946,2.743,1.203,10.134,0.0862
SEC_018,NORMAL,3.649,3.214,4.14,0.113,3.683,3.661,0.022,5.034,0.0458
SEC_002,SUSPECT,3.163,2.28,3.296,0.172,3.374,2.546,0.828,6.846,0.0816
SEC_006,SUSPECT,3.04,2.109,3.413,0.337,3.61,2.449,1.161,6.497,0.1043
SEC_002,NORMAL,3.635,3.169,4.24,0.143,3.77,3.577,0.193,2.258,0.0652
SEC_004,SUSPECT,3.295,2.764,3.959,0.311,3.624,3.056,0.569,7.647,0.1173
SEC_007,NORMAL,3.336,2.747,3.787,0.149,3.477,3.165,0.312,2.825,0.0505
SEC_020,NORMAL,3.274,2.909,3.64,0.085,3.358,3.19,0.168,3.483,0.0566
SEC_019,NORMAL,3.564,3.188,3.895,0.122,3.607,3.572,0.034,3.648,0.0222
SEC_015,FUITE,1.66,0.5,2.185,0.747,2.846,0.401,2.446,17.709,0.2315
SEC_002,FUITE,2.497,1.143,2.811,0.616,3.936,1.13,2.805,13.907,0.2784
SEC_001,SUSPECT,3.46,2.493,3.957,0.192,3.989,2.963,1.026,9.162,0.1232
SEC_007,SUSPECT,3.343,2.892,3.956,0.29,3.807,2.999,0.809,6.141,0.1503
SEC_005,NORMAL,3.212,2.801,3.76,0.087,3.364,3.154,0.21,4.756,0.0353
SEC_017,SUSPECT,3.706,2.978,3.99,0.156,4.197,3.117,1.08,7.775,0.1346
SEC_017,NORMAL,3.01,2.496,3.37,0.122,3.127,2.911,0.215,3.136,0.027
SEC_012,NORMAL,3.834,3.175,4.248,0.132,3.852,3.685,0.167,1.199,0.0292
SEC_007,FUITE,2.429,1.237,2.735,0.786,3.799,1.218,2.581,16.81,0.4352
SEC_013,NORMAL,3.626,3.173,4.015,0.113,3.758,3.557,0.201,1.784,0.0741
SEC_013,SUSPECT,3.429,2.803,3.966,0.266,4.111,2.669,1.443,6.303,0.0906
SEC_007,NORMAL,3.844,3.3,4.333,0.078,3.938,3.712,0.226,0.818,0.039
SEC_010,NORMAL,3.492,2.997,3.952,0.105,3.655,3.336,0.319,3.809,0.0772
SEC_009,SUSPECT,2.885,2.028,3.51,0.188,3.185,2.646,0.538,7.048,0.1686
SEC_012,NORMAL,3.699,3.084,4.199,0.056,3.721,3.616,0.105,2.714,0.021
SEC_011,NORMAL,3.337,2.776,3.851,0.112,3.471,3.205,0.266,2.597,0.0768
SEC_020,NORMAL,3.579,3.351,4.136,0.11,3.778,3.562,0.216,5.632,0.0439
SEC_014,NORMAL,3.513,2.96,4.11,0.073,3.662,3.388,0.274,6.478,0.0584
SEC_013,NORMAL,3.477,2.928,3.969,0.057,3.662,3.288,0.374,5.073,0.0561
SEC_008,NORMAL,3.715,3.335,4.049,0.113,3.741,3.597,0.144,3.406,0.0779
SEC_017,NORMAL,3.44,3.061,4.062,0.057,3.636,3.353,0.282,2.11,0.0372
SEC_010,SUSPECT,3.017,2.091,3.591,0.167,3.662,2.374,1.288,9.204,0.1715
SEC_013,SUSPECT,3.268,2.5,3.92,0.192,3.731,2.741,0.991,9.031,0.1427
SEC_012,SUSPECT,3.001,2.423,3.704,0.322,3.362,2.706,0.656,6.462,0.1126
SEC_011,NORMAL,3.727,3.341,4.17,0.111,3.759,3.684,0.075,4.774,0.0777
SEC_019,NORMAL,3.713,3.364,4.057,0.082,3.768,3.575,0.193,2.662,0.0281
